kod,obor,zneni,charakteristika,popis,zkratka,umap_x,umap_y
CZB-TEV-002-ZV5-008,Tělesná výchova,Měří pohybové výkony a na základě pokynů učitele či porovnání výkonů s předchozími na ně adekvátně reaguje.,"Změří svůj výkon. Vybere a použije vhodnou aplikaci pro změření (zaznamenání) pohybové činnosti. Změřený výkon zaznamená a porovná se svým předchozím výkonem. Uvede, co je možnou příčinou zlepšení či zhoršení výkonu. Rozhodne o zařazení pohybových činností do denního režimu, které povedou ke zlepšení (udržení) daného výkonu při dalším měření.","Měří pohybové výkony a na základě pokynů učitele či porovnání výkonů s předchozími na ně adekvátně reaguje. Změří svůj výkon. Vybere a použije vhodnou aplikaci pro změření (zaznamenání) pohybové činnosti. Změřený výkon zaznamená a porovná se svým předchozím výkonem. Uvede, co je možnou příčinou zlepšení či zhoršení výkonu. Rozhodne o zařazení pohybových činností do denního režimu, které povedou ke zlepšení (udržení) daného výkonu při dalším měření.",TEV,8.636644,4.31223
CZB-TEV-002-ZV9-007,Tělesná výchova,"Dodržuje základní pravidla her a soutěží, označí přestupky proti herním či soutěžním pravidlům a vysvětlí, v čem došlo k jejich porušení.","Dodržuje pravidla her a soutěží a chová se v duchu fair play.  Uvede a vysvětlí, k jakému porušení pravidel došlo.  Sleduje hru či soutěž a upozorňuje na porušení pravidel.","Dodržuje základní pravidla her a soutěží, označí přestupky proti herním či soutěžním pravidlům a vysvětlí, v čem došlo k jejich porušení. Dodržuje pravidla her a soutěží a chová se v duchu fair play.  Uvede a vysvětlí, k jakému porušení pravidel došlo.  Sleduje hru či soutěž a upozorňuje na porušení pravidel.",TEV,20.245768,3.6228988
CZB-TEV-002-ZV9-010,Tělesná výchova,Spolupracuje při organizaci prostoru a pohybových činností ve známých i méně známých prostorech určených pro realizaci pohybových činností.,"Spolupracuje při organizaci pohybových činností s ohledem na konkrétní prostor pro realizaci pohybových dovedností. Podílí se na materiální, fyziologické a mentální přípravě na pohybovou činnost.","Spolupracuje při organizaci prostoru a pohybových činností ve známých i méně známých prostorech určených pro realizaci pohybových činností. Spolupracuje při organizaci pohybových činností s ohledem na konkrétní prostor pro realizaci pohybových dovedností. Podílí se na materiální, fyziologické a mentální přípravě na pohybovou činnost.",TEV,15.301884,9.060781
CZB-TEV-002-ZV9-011,Tělesná výchova,"Vyhledá a prezentuje informace o aktuálním sportovním dění ve škole, v obci, regionu, ČR, ve světě.","Vybere ze samostatně zvoleného zdroje informace o úspěších místních, českých, světových sportovců za vybrané období v daném sportu. Prezentuje informace o aktuálním sportovním dění ve škole, v obci, regionu, ČR, ve světě.","Vyhledá a prezentuje informace o aktuálním sportovním dění ve škole, v obci, regionu, ČR, ve světě. Vybere ze samostatně zvoleného zdroje informace o úspěších místních, českých, světových sportovců za vybrané období v daném sportu. Prezentuje informace o aktuálním sportovním dění ve škole, v obci, regionu, ČR, ve světě.",TEV,2.2145853,-1.2928505
CZB-TEV-002-ZV9-008,Tělesná výchova,"Zaznamená a zhodnotí s pomocí dostupných technologií pohybový výkon, na základě zjištěných výsledků a dalších podnětů usiluje o jeho zlepšení.","Změří svůj výkon. Vybere a použije vhodnou aplikaci pro změření (zaznamenání) pohybové činnosti.  Změřený výkon zaznamená a porovná se svým předchozím výkonem. Uvede, co je možnou příčinou zlepšení či zhoršení výkonu.   Rozhodne o zařazení pohybových činností do denního režimu, které povedou ke zlepšení (udržení) daného výkonu při dalším měření.  Usiluje o zlepšení pohybového výkonu.","Zaznamená a zhodnotí s pomocí dostupných technologií pohybový výkon, na základě zjištěných výsledků a dalších podnětů usiluje o jeho zlepšení. Změří svůj výkon. Vybere a použije vhodnou aplikaci pro změření (zaznamenání) pohybové činnosti.  Změřený výkon zaznamená a porovná se svým předchozím výkonem. Uvede, co je možnou příčinou zlepšení či zhoršení výkonu.   Rozhodne o zařazení pohybových činností do denního režimu, které povedou ke zlepšení (udržení) daného výkonu při dalším měření.  Usiluje o zlepšení pohybového výkonu.",TEV,8.790933,4.4724836
CZB-TEV-002-ZV9-006,Tělesná výchova,"Používá osvojované tělocvičné názvosloví, správně reaguje na pokyny, povely, smluvená gesta a&nbsp;signály, samostatně řídí skupinu při pohybové činnosti.","Sestaví a vede krátké rozcvičení s ohledem na následující pohybovou činnost. Používá správné tělocvičné názvosloví. Organizuje skupinu, dává instrukce, kontroluje a opravuje provedení cvičení spolužáků.","Používá osvojované tělocvičné názvosloví, správně reaguje na pokyny, povely, smluvená gesta a&nbsp;signály, samostatně řídí skupinu při pohybové činnosti. Sestaví a vede krátké rozcvičení s ohledem na následující pohybovou činnost. Používá správné tělocvičné názvosloví. Organizuje skupinu, dává instrukce, kontroluje a opravuje provedení cvičení spolužáků.",TEV,18.246284,13.088128
CZB-TEV-002-ZV9-009,Tělesná výchova,"Naplňuje při pohybových činnostech některé olympijské myšlenky – čestné soupeření, respekt k odlišnostem, podpora znevýhodněných osob, ochrana přírody, uplatňování práv a povinností vyplývajících z různých rolí.","Jedná v duchu fair play. Respektuje pohybové dovednosti, předpoklady a zájmy ostatních. Zhodnotí své jednání i jednání dalších účastníků při utkání, soutěži, společné činnosti. Uvede, jaký vliv může mít eticky nevhodné a vhodné jednání na jiné sportovce. Podporuje znevýhodněné osoby. Jedná se zásadami pro ochranu přírodního prostředí.","Naplňuje při pohybových činnostech některé olympijské myšlenky – čestné soupeření, respekt k odlišnostem, podpora znevýhodněných osob, ochrana přírody, uplatňování práv a povinností vyplývajících z různých rolí. Jedná v duchu fair play. Respektuje pohybové dovednosti, předpoklady a zájmy ostatních. Zhodnotí své jednání i jednání dalších účastníků při utkání, soutěži, společné činnosti. Uvede, jaký vliv může mít eticky nevhodné a vhodné jednání na jiné sportovce. Podporuje znevýhodněné osoby. Jedná se zásadami pro ochranu přírodního prostředí.",TEV,8.580675,0.30252683
CZB-TEV-003-ZV5-015,Tělesná výchova,"Uvádí na základě znalosti svého aktuálního zdravotního stavu nevhodná cvičení a pohybové činnosti i důvody, proč by se jich neměl účastnit.",,"Uvádí na základě znalosti svého aktuálního zdravotního stavu nevhodná cvičení a pohybové činnosti i důvody, proč by se jich neměl účastnit.",TEV,11.2722435,8.797197
CZB-TEV-003-ZV5-016,Tělesná výchova,Využívá doporučené a dostupné upravené didaktické a sportovní pomůcky přizpůsobené pro jeho optimální zapojení do pohybových činností.,,Využívá doporučené a dostupné upravené didaktické a sportovní pomůcky přizpůsobené pro jeho optimální zapojení do pohybových činností.,TEV,6.108848,3.6390247
CZB-TEV-003-ZV5-013,Tělesná výchova,Uplatňuje dovednosti relevantní pro své zapojení do širokého spektra aplikovaných pohybových aktivit odpovídajících aktuálnímu zdravotnímu stavu.,,Uplatňuje dovednosti relevantní pro své zapojení do širokého spektra aplikovaných pohybových aktivit odpovídajících aktuálnímu zdravotnímu stavu.,TEV,8.157047,6.717169
CZB-TEV-003-ZV5-014,Tělesná výchova,"Zapojuje se do pohybových činností spolu s ostatními žáky, s ohledem na úroveň svých dovedností, svých zájmů a na různé sociální role.",,"Zapojuje se do pohybových činností spolu s ostatními žáky, s ohledem na úroveň svých dovedností, svých zájmů a na různé sociální role.",TEV,19.080345,1.5968419
CZB-TEV-003-ZV5-011,Tělesná výchova,"Uplatňuje (s pomocí učitele) speciální kompenzační, korektivní či jinak rozvíjející cvičení a aplikované pohybové aktivity s ohledem na své možnosti, koriguje techniku jejich provedení.",,"Uplatňuje (s pomocí učitele) speciální kompenzační, korektivní či jinak rozvíjející cvičení a aplikované pohybové aktivity s ohledem na své možnosti, koriguje techniku jejich provedení.",TEV,8.420494,6.4616246
CZB-TEV-003-ZV5-012,Tělesná výchova,Usiluje o zlepšení svých pohybových schopností a dovedností v souladu se svými možnostmi a potřebami.,,Usiluje o zlepšení svých pohybových schopností a dovedností v souladu se svými možnostmi a potřebami.,TEV,16.329338,4.3530517
CZB-TEV-003-ZV9-016,Tělesná výchova,"Prostřednictvím aplikovaných pohybových aktivit prokazuje odpovídající sebevědomí a úspěšnost, klade si adekvátní motorické cíle a dosahuje jich.",,"Prostřednictvím aplikovaných pohybových aktivit prokazuje odpovídající sebevědomí a úspěšnost, klade si adekvátní motorické cíle a dosahuje jich.",TEV,7.9394007,6.936616
CZB-TEV-003-ZV9-015,Tělesná výchova,"Uplatňuje dovednosti odpovídající jeho subjektivně maximálnímu zapojení do širokého spektra aplikovaných pohybových činností, které jsou v souladu s jeho aktuálním zdravotním stavem.",,"Uplatňuje dovednosti odpovídající jeho subjektivně maximálnímu zapojení do širokého spektra aplikovaných pohybových činností, které jsou v souladu s jeho aktuálním zdravotním stavem.",TEV,7.9667954,6.909447
CZB-TEV-003-ZV9-012,Tělesná výchova,"Samostatně uplatňuje speciální kompenzační, korektivní či jinak rozvíjející cvičení a aplikované pohybové činnosti v souladu s aktuálním zdravotním stavem s ohledem na své možnosti a zkušenosti a usiluje o optimální provedení.",,"Samostatně uplatňuje speciální kompenzační, korektivní či jinak rozvíjející cvičení a aplikované pohybové činnosti v souladu s aktuálním zdravotním stavem s ohledem na své možnosti a zkušenosti a usiluje o optimální provedení.",TEV,8.400637,6.477134
CZB-TEV-003-ZV9-018,Tělesná výchova,"Vyhledává a užívá upravené didaktické, sportovní a sportovně-kompenzační pomůcky přizpůsobené pro jeho zapojení do pohybových činností na úrovni TV, rekreace a sportu, diskutuje o jejich využití pro rekreační pohybové činnosti.",,"Vyhledává a užívá upravené didaktické, sportovní a sportovně-kompenzační pomůcky přizpůsobené pro jeho zapojení do pohybových činností na úrovni TV, rekreace a sportu, diskutuje o jejich využití pro rekreační pohybové činnosti.",TEV,6.1591682,3.589259
CZB-TEV-003-ZV9-013,Tělesná výchova,Uplatňuje správné způsoby držení těla v různých polohách a pracovních činnostech.,,Uplatňuje správné způsoby držení těla v různých polohách a pracovních činnostech.,TEV,8.502646,6.36924
CZB-TEV-003-ZV9-014,Tělesná výchova,Samostatně usiluje o zlepšení svých pohybových schopností a dovedností na základě zkušeností v různých pohybových činnostech.,,Samostatně usiluje o zlepšení svých pohybových schopností a dovedností na základě zkušeností v různých pohybových činnostech.,TEV,16.325394,4.3519363
CZB-TEV-003-ZV9-017,Tělesná výchova,"Upozorní na činnosti či podmínky, které jsou v rozporu s jeho zdravotním stavem, projeví dostatek kompetencí pro jejich úpravu potřebnou pro účast v nich.",,"Upozorní na činnosti či podmínky, které jsou v rozporu s jeho zdravotním stavem, projeví dostatek kompetencí pro jejich úpravu potřebnou pro účast v nich.",TEV,11.2071495,8.733128
CSP-OSV-001-ZV5-002,Osobnostní a sociální výchova,"Všímá si svého prožívání v běžných i náročných situacích, uplatňuje základní postupy předcházení stresu, jeho zmírňování a vyhledání pomoci.","Na příkladech ze školního i mimoškolního prostředí ilustruje různé projevy a intenzitu základních emocí. Popíše různé projevy svého prožívání a jeho změn (na úrovni těla, myšlení a emocí). Popíše projevy stresu u sebe a u druhých osob. Diskutuje o pro něj potenciálně stresujících situacích ve škole i mimo školu. Využívá vybrané základní techniky uvědomění vlastního prožívání, včetně regulace stresu, například pohybové aktivity, dechová cvičení, svalové uvolnění, využívání seberegulačních pomůcek, sdílení, vnitřní dialog. V modelové situaci navrhne vhodné strategie pro předcházení stresu, řešení náročných situací. Navrhne vhodné zdroje pomoci ve vybraných životních situacích (rozlišuje situace, kdy lze o pomoc požádat vrstevníka a kdy je třeba o pomoc požádat dospělou osobu) a v modelové situaci si vyzkouší požádání o pomoc.","Všímá si svého prožívání v běžných i náročných situacích, uplatňuje základní postupy předcházení stresu, jeho zmírňování a vyhledání pomoci. Na příkladech ze školního i mimoškolního prostředí ilustruje různé projevy a intenzitu základních emocí. Popíše různé projevy svého prožívání a jeho změn (na úrovni těla, myšlení a emocí). Popíše projevy stresu u sebe a u druhých osob. Diskutuje o pro něj potenciálně stresujících situacích ve škole i mimo školu. Využívá vybrané základní techniky uvědomění vlastního prožívání, včetně regulace stresu, například pohybové aktivity, dechová cvičení, svalové uvolnění, využívání seberegulačních pomůcek, sdílení, vnitřní dialog. V modelové situaci navrhne vhodné strategie pro předcházení stresu, řešení náročných situací. Navrhne vhodné zdroje pomoci ve vybraných životních situacích (rozlišuje situace, kdy lze o pomoc požádat vrstevníka a kdy je třeba o pomoc požádat dospělou osobu) a v modelové situaci si vyzkouší požádání o pomoc.",OSV,12.966098,-5.1812387
CSP-OSV-001-ZV5-001,Osobnostní a sociální výchova,"Rozpozná své vybrané osobnostní vlastnosti, silné stránky a zkouší uplatňovat sebepoznání ve svém jednání.","Rozpoznává a pojmenuje vybrané osobnostní vlastnosti a dovednosti a v rámci nich své silné stránky. Na příkladu osobního pokroku rozpoznává a pojmenuje, jaké osobnostní vlastnosti a dovednosti mu k jeho dosažení pomohly. Rozpoznává možnosti využití svých vybraných silných stránek při zvládání běžných i náročných situací ve školním i mimoškolním prostředí. Navrhuje, co by chtěl ve školních nebo zájmových činnostech dokázat a jaké osobnostní vlastnosti a dovednosti k tomu může využít, jaké potřebuje rozvinout. Naslouchá zpětné vazbě k rozvoji svých osobnostních vlastností a dovedností, kterou dostává od druhých, a rozlišuje, s čím z toho (ne)souhlasí a proč. V modelové situaci upravuje své chování na základě znalosti svých osobnostních vlastností a dovedností. Pojmenuje vlastní silné stránky a v modelové situaci ilustruje jejich využití při zvládání náročných situací.","Rozpozná své vybrané osobnostní vlastnosti, silné stránky a zkouší uplatňovat sebepoznání ve svém jednání. Rozpoznává a pojmenuje vybrané osobnostní vlastnosti a dovednosti a v rámci nich své silné stránky. Na příkladu osobního pokroku rozpoznává a pojmenuje, jaké osobnostní vlastnosti a dovednosti mu k jeho dosažení pomohly. Rozpoznává možnosti využití svých vybraných silných stránek při zvládání běžných i náročných situací ve školním i mimoškolním prostředí. Navrhuje, co by chtěl ve školních nebo zájmových činnostech dokázat a jaké osobnostní vlastnosti a dovednosti k tomu může využít, jaké potřebuje rozvinout. Naslouchá zpětné vazbě k rozvoji svých osobnostních vlastností a dovedností, kterou dostává od druhých, a rozlišuje, s čím z toho (ne)souhlasí a proč. V modelové situaci upravuje své chování na základě znalosti svých osobnostních vlastností a dovedností. Pojmenuje vlastní silné stránky a v modelové situaci ilustruje jejich využití při zvládání náročných situací.",OSV,0.23754923,11.789209
CSP-OSV-001-ZV9-003,Osobnostní a sociální výchova,"Stanovuje si plán osobního rozvoje, realizuje postupné kroky k dosažení stanovených cílů a vyhodnotí jejich dosažení.","Popíše cíle svého osobního rozvoje a jednotlivé kroky k jejich dosažení. Podle svých priorit si stanoví krátkodobý cíl osobního rozvoje (např. do jednoho měsíce), který je přiměřený, konkrétní, měřitelný, dosažitelný a časově vymezený. Podle svých priorit si stanoví dlouhodobější cíl osobního rozvoje (např. do jednoho roku), který je přiměřený, konkrétní, měřitelný, dosažitelný a časově vymezený. Při sestavování, monitorování a vyhodnocení svého plánu využívá různé nástroje včetně digitálních technologií. Při realizaci plán vyhodnocuje a reflektuje strategie, které mu pomohly cíle dosáhnout. Prezentuje získané zkušenosti s plánováním a realizací osobního rozvoje.   V modelové situaci neúspěšného naplnění cílů zhodnotí možné příčiny, které k němu mohly vést, a navrhne způsoby, jak různé překážky překonat.","Stanovuje si plán osobního rozvoje, realizuje postupné kroky k dosažení stanovených cílů a vyhodnotí jejich dosažení. Popíše cíle svého osobního rozvoje a jednotlivé kroky k jejich dosažení. Podle svých priorit si stanoví krátkodobý cíl osobního rozvoje (např. do jednoho měsíce), který je přiměřený, konkrétní, měřitelný, dosažitelný a časově vymezený. Podle svých priorit si stanoví dlouhodobější cíl osobního rozvoje (např. do jednoho roku), který je přiměřený, konkrétní, měřitelný, dosažitelný a časově vymezený. Při sestavování, monitorování a vyhodnocení svého plánu využívá různé nástroje včetně digitálních technologií. Při realizaci plán vyhodnocuje a reflektuje strategie, které mu pomohly cíle dosáhnout. Prezentuje získané zkušenosti s plánováním a realizací osobního rozvoje.   V modelové situaci neúspěšného naplnění cílů zhodnotí možné příčiny, které k němu mohly vést, a navrhne způsoby, jak různé překážky překonat.",OSV,0.39753523,3.4425352
CSP-OSV-001-ZV9-002,Osobnostní a sociální výchova,"Uplatňuje strategie zvládání zátěže, předcházení a řešení náročných situací, včetně vyhledání pomoci.","Na základě vlastních zkušeností popíše běžné zátěžové situace ve školním i mimoškolním či digitálním prostředí a jejich projevy na psychické (emoce, myšlení), tělesné i vztahové úrovni. Rozpoznává u sebe a u druhých stresové podněty (např. spojené se vzděláváním, vztahy ve škole). Mapuje úrovně prožívaného stresu s možným využitím digitálních technologií. Aplikuje různorodé seberegulační techniky pro zvládání stresu a posilování odolnosti a vyhodnotí na sobě jejich účinek. V modelových náročných situacích zvolí vhodné strategie jejich řešení s využitím svých silných stránek a své volby zdůvodní. V modelové situaci uplatní postupy, jak si říct o pomoc při běžných i obtížných životních situacích, se zahrnutím více možností a rozlišením pomoci dostupné v nejbližším okolí a různých typů odborné pomoci. Reflektuje rozvoj všímavosti ke svému prožívání a dalších strategií přecházení stresu.","Uplatňuje strategie zvládání zátěže, předcházení a řešení náročných situací, včetně vyhledání pomoci. Na základě vlastních zkušeností popíše běžné zátěžové situace ve školním i mimoškolním či digitálním prostředí a jejich projevy na psychické (emoce, myšlení), tělesné i vztahové úrovni. Rozpoznává u sebe a u druhých stresové podněty (např. spojené se vzděláváním, vztahy ve škole). Mapuje úrovně prožívaného stresu s možným využitím digitálních technologií. Aplikuje různorodé seberegulační techniky pro zvládání stresu a posilování odolnosti a vyhodnotí na sobě jejich účinek. V modelových náročných situacích zvolí vhodné strategie jejich řešení s využitím svých silných stránek a své volby zdůvodní. V modelové situaci uplatní postupy, jak si říct o pomoc při běžných i obtížných životních situacích, se zahrnutím více možností a rozlišením pomoci dostupné v nejbližším okolí a různých typů odborné pomoci. Reflektuje rozvoj všímavosti ke svému prožívání a dalších strategií přecházení stresu.",OSV,12.945535,-5.165583
CSP-OSV-001-ZV9-005,Osobnostní a sociální výchova,Reflektuje své vzdělávací potřeby a využívá efektivní strategie učení.,"Pojmenuje své potřeby při učení (spojené s různými typy vzdělávacích obsahů, prostředím pro učení, denním režimem, sociálními podpůrnými vztahy aj.) a vhodné způsoby jejich naplnění.  Prezentuje různé vhodné cesty k dosažení vzdělávacích cílů. Reflektuje své zkušenosti s procesem učení. Na příkladech různých vzdělávacích obsahů a činností, které jsou pro něj náročné, využije různé strategie a techniky učení a vyhodnotí jejich účinnost. V modelových situacích využívá různé postupy k překonávání překážek při učení. V modelových situacích zahrnujících různé typy vzdělávacích cílů a obsahů navrhne vhodné strategie a techniky učení, svou volbu zdůvodní.","Reflektuje své vzdělávací potřeby a využívá efektivní strategie učení. Pojmenuje své potřeby při učení (spojené s různými typy vzdělávacích obsahů, prostředím pro učení, denním režimem, sociálními podpůrnými vztahy aj.) a vhodné způsoby jejich naplnění.  Prezentuje různé vhodné cesty k dosažení vzdělávacích cílů. Reflektuje své zkušenosti s procesem učení. Na příkladech různých vzdělávacích obsahů a činností, které jsou pro něj náročné, využije různé strategie a techniky učení a vyhodnotí jejich účinnost. V modelových situacích využívá různé postupy k překonávání překážek při učení. V modelových situacích zahrnujících různé typy vzdělávacích cílů a obsahů navrhne vhodné strategie a techniky učení, svou volbu zdůvodní.",OSV,1.2843144,12.482216
CSP-OSV-001-ZV9-004,Osobnostní a sociální výchova,Prezentuje sám sebe v různých situacích s využitím sebehodnocení a zpětné vazby druhých.,"Prezentuje sám sebe (vlastnosti, dovednosti, silné stránky, úspěchy, zájmy, hodnoty, plány). Využívá různé způsoby sebehodnocení a prokazování svých dovedností. V modelových situacích využívá způsoby prezentace sama sebe v různých situacích (neformální skupiny, formální skupiny a týmy, přijímací rozhovory ke studiu, práci atd.). Poskytuje a přijímá zpětnou vazbu k sebeprezentaci.  Upravuje sebeprezentaci na základě sebereflexe a zpětné vazby od druhých. V modelové situaci vyhodnotí možná rizika a důsledky neodpovídající sebeprezentace. Reflektuje strategie sebeprezentace v digitálním prostředí.","Prezentuje sám sebe v různých situacích s využitím sebehodnocení a zpětné vazby druhých. Prezentuje sám sebe (vlastnosti, dovednosti, silné stránky, úspěchy, zájmy, hodnoty, plány). Využívá různé způsoby sebehodnocení a prokazování svých dovedností. V modelových situacích využívá způsoby prezentace sama sebe v různých situacích (neformální skupiny, formální skupiny a týmy, přijímací rozhovory ke studiu, práci atd.). Poskytuje a přijímá zpětnou vazbu k sebeprezentaci.  Upravuje sebeprezentaci na základě sebereflexe a zpětné vazby od druhých. V modelové situaci vyhodnotí možná rizika a důsledky neodpovídající sebeprezentace. Reflektuje strategie sebeprezentace v digitálním prostředí.",OSV,0.7087241,12.042055
CSP-OSV-001-ZV9-001,Osobnostní a sociální výchova,"Reflektuje svůj vztah k sobě a druhým, uplatňuje sebepoznání a zpětnou vazbu ve svém jednání.","Uvědomuje si sám sebe a pojmenovává své osobnostní charakteristiky – temperament, emocionalitu, vlastnosti, dovednosti, typické projevy chování, zájmy, potřeby, hodnoty, své silné stránky. Prezentuje a využívá různé možnosti poznávání sama sebe. Využívá zpětnou vazbu od ostatních v různých situacích jako zdroj sebepoznání a příležitost k seberozvoji. Využívá silné stránky své osobnosti při řešení běžných i náročných situací ve školním i mimoškolním prostředí včetně digitálního. Reflektuje, jaké faktory ovlivňují jeho vztah k sobě samému a vztah k druhým. Charakterizuje své chování a jednání a účinné možnosti jejich regulace a změn ve fyzickém a digitálním prostředí.","Reflektuje svůj vztah k sobě a druhým, uplatňuje sebepoznání a zpětnou vazbu ve svém jednání. Uvědomuje si sám sebe a pojmenovává své osobnostní charakteristiky – temperament, emocionalitu, vlastnosti, dovednosti, typické projevy chování, zájmy, potřeby, hodnoty, své silné stránky. Prezentuje a využívá různé možnosti poznávání sama sebe. Využívá zpětnou vazbu od ostatních v různých situacích jako zdroj sebepoznání a příležitost k seberozvoji. Využívá silné stránky své osobnosti při řešení běžných i náročných situací ve školním i mimoškolním prostředí včetně digitálního. Reflektuje, jaké faktory ovlivňují jeho vztah k sobě samému a vztah k druhým. Charakterizuje své chování a jednání a účinné možnosti jejich regulace a změn ve fyzickém a digitálním prostředí.",OSV,0.31154722,11.813363
CSP-OSV-002-ZV5-004,Osobnostní a sociální výchova,Rozpozná základní emoce a potřeby své i druhých lidí a zkouší uplatnit vnímavost k nim ve svém jednání.,"V modelových situacích rozpozná a pojmenuje své emoce a vysvětlí možné příčiny toho, proč se tak může cítit. V modelových situacích pojmenuje možné emoce druhých lidí a pravděpodobné příčiny toho, proč se tak mohou cítit. Na příkladech konkrétních situací spojených se školním i mimoškolním prostředím pojmenuje své potřeby. S využitím naučených technik reguluje projevy svých emocí v běžných situacích ve školním prostředí. V modelových situacích předvede vhodný a nevhodný způsob a načasování naplňování vlastních potřeb ve školním prostředí. Diskutuje o tom, jak lze naplňovat vlastní potřeby a potřeby druhých lidí ve školním i mimoškolním prostředí (co pro to může udělat žák sám a co pro to mohou udělat druzí). Popíše, jak konkrétně může přispívat k vytváření bezpečného školního prostředí. Zkouší si v modelových situacích empatické naslouchání.","Rozpozná základní emoce a potřeby své i druhých lidí a zkouší uplatnit vnímavost k nim ve svém jednání. V modelových situacích rozpozná a pojmenuje své emoce a vysvětlí možné příčiny toho, proč se tak může cítit. V modelových situacích pojmenuje možné emoce druhých lidí a pravděpodobné příčiny toho, proč se tak mohou cítit. Na příkladech konkrétních situací spojených se školním i mimoškolním prostředím pojmenuje své potřeby. S využitím naučených technik reguluje projevy svých emocí v běžných situacích ve školním prostředí. V modelových situacích předvede vhodný a nevhodný způsob a načasování naplňování vlastních potřeb ve školním prostředí. Diskutuje o tom, jak lze naplňovat vlastní potřeby a potřeby druhých lidí ve školním i mimoškolním prostředí (co pro to může udělat žák sám a co pro to mohou udělat druzí). Popíše, jak konkrétně může přispívat k vytváření bezpečného školního prostředí. Zkouší si v modelových situacích empatické naslouchání.",OSV,13.398169,-2.7013698
CSP-OSV-002-ZV5-003,Osobnostní a sociální výchova,"Zapojuje se do interakce ve skupině, rozpoznává svůj přínos a přínos druhých ve skupinové činnosti.","Aktivně se zapojuje do skupinových činností, rozpozná na příkladu svou roli a role druhých ve skupině. Prostřednictvím dohodnutých postupů se podílí na vytváření atmosféry bezpečí ve skupině. Na základě zkušenosti z modelových situací pojmenuje výhody a nevýhody kooperace a soutěžení. Popisuje své eticky vhodné chování.  V modelových situacích rozlišuje jednání, ve kterém jsou uplatňována základní etická pravidla, projevy prosociálního chování. Při práci ve skupině navrhne, co přispívá ke splnění společného cíle i případné nedostatky a problémy, které činnost skupiny ovlivňují. V modelových situacích aplikuje empatické naslouchání, respekt vůči druhým (např. uznáním názoru druhých, uznáním chyby a snahou o její nápravu) i sobě (např. vyjádřením a obhajobou svého názoru nebo vyjádřením svých potřeb).","Zapojuje se do interakce ve skupině, rozpoznává svůj přínos a přínos druhých ve skupinové činnosti. Aktivně se zapojuje do skupinových činností, rozpozná na příkladu svou roli a role druhých ve skupině. Prostřednictvím dohodnutých postupů se podílí na vytváření atmosféry bezpečí ve skupině. Na základě zkušenosti z modelových situací pojmenuje výhody a nevýhody kooperace a soutěžení. Popisuje své eticky vhodné chování.  V modelových situacích rozlišuje jednání, ve kterém jsou uplatňována základní etická pravidla, projevy prosociálního chování. Při práci ve skupině navrhne, co přispívá ke splnění společného cíle i případné nedostatky a problémy, které činnost skupiny ovlivňují. V modelových situacích aplikuje empatické naslouchání, respekt vůči druhým (např. uznáním názoru druhých, uznáním chyby a snahou o její nápravu) i sobě (např. vyjádřením a obhajobou svého názoru nebo vyjádřením svých potřeb).",OSV,11.012399,-9.063712
CSP-OSV-002-ZV9-010,Osobnostní a sociální výchova,Reflektuje své emoce a emoční prožívání druhých a využívá seberegulaci v interakci s druhými.,"Identifikuje vlastní emoce a emoce druhých v různých situacích ve fyzickém a digitálním prostředí. Aplikuje účinné techniky regulace svých emocí. Uplatňuje všímavost ke svému emocionálnímu prožívání a potřebám v interakci s druhými. Reflektuje, jak zohledňuje emocionální prožívání druhého v komunikaci (vyjádřením porozumění emocím druhého apod.). V modelových situacích popíše pravděpodobné emocionální prožívání a potřeby jejich aktérů a svůj názor zdůvodní. Reflektuje, jaké chování přispívá k emocionálnímu bezpečí ve skupině (např. ve školní třídě), a navrhuje způsoby, jak toto chování podpořit.","Reflektuje své emoce a emoční prožívání druhých a využívá seberegulaci v interakci s druhými. Identifikuje vlastní emoce a emoce druhých v různých situacích ve fyzickém a digitálním prostředí. Aplikuje účinné techniky regulace svých emocí. Uplatňuje všímavost ke svému emocionálnímu prožívání a potřebám v interakci s druhými. Reflektuje, jak zohledňuje emocionální prožívání druhého v komunikaci (vyjádřením porozumění emocím druhého apod.). V modelových situacích popíše pravděpodobné emocionální prožívání a potřeby jejich aktérů a svůj názor zdůvodní. Reflektuje, jaké chování přispívá k emocionálnímu bezpečí ve skupině (např. ve školní třídě), a navrhuje způsoby, jak toto chování podpořit.",OSV,13.477383,-2.6226192
